job_category,employee_residence,experience_level,employment_type,work_setting,company_size,salary_in_usd_2023
Leadership and Management,United States,Senior,Full-time,Remote,M,117100.0
Leadership and Management,United States,Senior,Full-time,Remote,M,173000.0
Leadership and Management,United States,Senior,Full-time,Remote,M,113000.0
Data Engineering,United States,Executive,Full-time,In-person,M,175000.0
Data Engineering,United States,Executive,Full-time,In-person,M,110000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,110000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,205000.0
Data Analysis,United States,Senior,Full-time,Remote,M,149500.0
Data Analysis,United States,Senior,Full-time,Remote,M,127075.0
Data Engineering,United States,Senior,Full-time,Remote,M,219535.0
Data Engineering,United States,Senior,Full-time,Remote,M,146115.0
Leadership and Management,United States,Executive,Full-time,Remote,M,221000.0
Leadership and Management,United States,Executive,Full-time,Remote,M,153000.0
Data Analysis,United States,Senior,Full-time,In-person,M,187000.0
Data Engineering,United States,Senior,Full-time,In-person,M,179000.0
Data Engineering,United States,Senior,Full-time,In-person,M,109000.0
Data Analysis,United States,Senior,Full-time,Remote,M,142000.0
Leadership and Management,United States,Senior,Full-time,In-person,M,198800.0
Leadership and Management,United States,Senior,Full-time,In-person,M,105200.0
Data Analysis,United States,Senior,Full-time,Remote,M,112000.0
Leadership and Management,United States,Senior,Full-time,Remote,M,115000.0
Leadership and Management,United States,Senior,Full-time,Remote,M,86000.0
Data Analysis,United States,Senior,Full-time,In-person,M,106000.0
Machine Learning and AI,Canada,Senior,Full-time,In-person,S,283250.0
Machine Learning and AI,Ukraine,Senior,Freelance,Hybrid,S,50000.0
Machine Learning and AI,United States,Mid-level,Full-time,Remote,M,280700.0
Machine Learning and AI,United States,Mid-level,Full-time,Remote,M,150450.0
Data Science and Research,Canada,Entry-level,Full-time,Remote,L,51861.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,93918.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,51962.0
Data Analysis,Canada,Senior,Full-time,Remote,M,175000.0
Data Analysis,Canada,Senior,Full-time,Remote,M,135000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,257000.0
Data Engineering,United States,Senior,Full-time,Remote,M,222000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,133200.0
Data Engineering,United States,Senior,Full-time,In-person,M,221000.0
Data Engineering,United States,Senior,Full-time,In-person,M,147000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,238000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,156000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,304000.0
Data Engineering,Spain,Mid-level,Full-time,Remote,M,48585.0
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,198340.0
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,104055.0
Data Engineering,United States,Senior,Full-time,In-person,M,183600.0
Data Management and Strategy,United States,Mid-level,Full-time,In-person,M,130000.0
Leadership and Management,United States,Senior,Full-time,Remote,M,160000.0
Leadership and Management,United States,Senior,Full-time,Remote,M,120000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,289076.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,202353.0
Data Science and Research,United States,Senior,Full-time,Remote,M,157750.0
Data Science and Research,United States,Senior,Full-time,Remote,M,104650.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,180000.0
Data Science and Research,United States,Executive,Full-time,In-person,M,200000.0
Data Analysis,United States,Mid-level,Full-time,In-person,L,68000.0
Data Engineering,United States,Entry-level,Full-time,Remote,M,60000.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,90000.0
Data Science and Research,United States,Entry-level,Full-time,In-person,M,155000.0
Data Science and Research,United States,Entry-level,Full-time,In-person,M,125000.0
Machine Learning and AI,United States,Senior,Full-time,In-person,M,181000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,252000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,154000.0
Data Architecture and Modeling,United States,Executive,Full-time,In-person,M,180000.0
Data Architecture and Modeling,United States,Executive,Full-time,In-person,M,155000.0
Data Analysis,United States,Entry-level,Full-time,Remote,M,64200.0
Data Analysis,United States,Entry-level,Full-time,Remote,M,56100.0
Leadership and Management,United States,Mid-level,Full-time,In-person,M,135000.0
Data Science and Research,Ireland,Senior,Full-time,In-person,M,171250.0
Data Science and Research,Ireland,Senior,Full-time,In-person,M,113750.0
Data Analysis,United States,Senior,Full-time,In-person,M,153600.0
Data Analysis,United States,Senior,Full-time,In-person,M,100500.0
Machine Learning and AI,Canada,Senior,Full-time,Remote,M,115000.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,182500.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,121500.0
Data Engineering,United States,Senior,Full-time,In-person,M,203100.0
Data Engineering,United States,Senior,Full-time,In-person,M,114500.0
Data Engineering,United States,Entry-level,Full-time,Remote,M,92700.0
Data Architecture and Modeling,United States,Mid-level,Full-time,In-person,M,167500.0
Data Architecture and Modeling,United States,Mid-level,Full-time,In-person,M,106500.0
Data Engineering,Netherlands,Entry-level,Full-time,Remote,L,61684.64
Data Engineering,United States,Executive,Full-time,Remote,M,286000.0
Data Engineering,United States,Executive,Full-time,Remote,M,207000.0
Data Engineering,United States,Senior,Full-time,In-person,M,178600.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,230000.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,220000.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,210000.0
Data Science and Research,United States,Mid-level,Full-time,Remote,M,151800.0
Data Science and Research,United States,Senior,Full-time,In-person,M,317070.0
Data Science and Research,United States,Senior,Full-time,In-person,M,170730.0
Data Analysis,Spain,Entry-level,Full-time,In-person,M,21593.0
Machine Learning and AI,Ukraine,Senior,Full-time,In-person,M,108000.0
Machine Learning and AI,Ukraine,Senior,Full-time,In-person,M,60000.0
Machine Learning and AI,United States,Mid-level,Full-time,Remote,M,134000.0
Machine Learning and AI,United States,Mid-level,Full-time,Remote,M,124000.0
Data Engineering,United States,Senior,Full-time,In-person,M,124500.0
Data Analysis,United States,Senior,Full-time,In-person,M,175000.0
Data Analysis,United States,Senior,Full-time,In-person,M,148700.0
Data Analysis,United States,Senior,Full-time,In-person,M,125600.0
Data Science and Research,United States,Entry-level,Full-time,In-person,M,120000.0
Data Analysis,United States,Senior,Full-time,Remote,M,185000.0
Data Analysis,United States,Senior,Full-time,Remote,M,120250.0
Data Science and Research,United States,Senior,Full-time,Remote,M,183000.0
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,125000.0
Machine Learning and AI,United States,Mid-level,Full-time,Hybrid,L,135000.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,143865.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,115092.0
Machine Learning and AI,United States,Mid-level,Full-time,In-person,M,90000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,173000.0
Data Science and Research,United States,Senior,Full-time,Remote,M,132000.0
Data Analysis,United States,Senior,Full-time,In-person,M,208049.0
Data Analysis,United States,Senior,Full-time,In-person,M,128500.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,149600.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,102000.0
Data Science and Research,United States,Executive,Full-time,In-person,M,100000.0
Data Analysis,United States,Senior,Full-time,Remote,M,190000.0
Data Analysis,United States,Senior,Full-time,In-person,M,106800.0
Data Science and Research,Ireland,Mid-level,Full-time,In-person,M,97171.0
Data Science and Research,Ireland,Mid-level,Full-time,In-person,M,80976.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,151000.0
Machine Learning and AI,Germany,Entry-level,Full-time,Hybrid,M,43187.0
Data Engineering,Canada,Senior,Full-time,Remote,M,145000.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,154000.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,143000.0
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,79976.0
Data Science and Research,United States,Entry-level,Full-time,In-person,M,190000.0
Data Science and Research,United States,Entry-level,Full-time,In-person,M,120000.0
Data Science and Research,United Kingdom,Mid-level,Full-time,In-person,M,110736.0
Data Engineering,United States,Senior,Full-time,In-person,M,111000.0
Data Engineering,United States,Executive,Full-time,In-person,M,265000.0
Data Engineering,United States,Executive,Full-time,In-person,M,235000.0
Data Science and Research,Switzerland,Entry-level,Full-time,Hybrid,L,122638.0
Data Science and Research,Germany,Mid-level,Full-time,Remote,M,75752.38
Data Engineering,United States,Mid-level,Full-time,Remote,M,75000.0
Data Engineering,United States,Mid-level,Full-time,Remote,M,60400.0
Data Science and Research,Ireland,Senior,Full-time,Remote,L,177478.27000000002
Data Science and Research,Austria,Mid-level,Full-time,Remote,M,60462.0
Data Analysis,United States,Mid-level,Full-time,Remote,M,83500.0
Data Analysis,United States,Mid-level,Full-time,Remote,M,52500.0
Data Science and Research,United States,Senior,Full-time,In-person,M,201036.0
Data Science and Research,United States,Senior,Full-time,In-person,M,134024.0
Data Engineering,United States,Entry-level,Full-time,Remote,M,62000.0
Data Engineering,United States,Entry-level,Full-time,Remote,M,58000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,172000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,115000.0
Data Engineering,United States,Entry-level,Full-time,In-person,M,125000.0
Data Engineering,United States,Entry-level,Full-time,In-person,M,90000.0
Data Engineering,United States,Senior,Full-time,In-person,M,139500.0
Data Engineering,United States,Senior,Full-time,In-person,M,109400.0
Data Engineering,United States,Mid-level,Full-time,In-person,M,145000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,239748.0
Data Science and Research,United States,Senior,Full-time,In-person,M,159832.0
Data Science and Research,United States,Senior,Full-time,Remote,M,186300.0
Data Science and Research,United States,Senior,Full-time,Remote,M,102500.0
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,149040.0
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,113900.0
Data Engineering,United States,Senior,Full-time,Remote,M,153600.0
Data Engineering,United States,Senior,Full-time,Remote,M,106800.0
Data Engineering,United States,Senior,Full-time,Remote,M,172600.0
Data Engineering,United States,Senior,Full-time,Remote,M,107900.0
Data Analysis,United States,Senior,Full-time,In-person,M,180180.0
Data Analysis,United States,Senior,Full-time,In-person,M,106020.0
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,376080.0
Data Architecture and Modeling,United States,Senior,Full-time,Remote,M,213120.0
Data Analysis,United States,Senior,Full-time,Remote,M,206500.0
Data Analysis,United States,Senior,Full-time,Remote,M,121600.0
Cloud and Database,United States,Senior,Full-time,Remote,L,170000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,L,90000.0
Data Analysis,United States,Entry-level,Full-time,Remote,M,95000.0
Data Analysis,United States,Entry-level,Full-time,Remote,M,70000.0
Machine Learning and AI,United States,Senior,Full-time,Remote,M,120000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,175000.0
Data Analysis,United States,Mid-level,Full-time,In-person,M,206000.0
Leadership and Management,Colombia,Senior,Full-time,In-person,M,65000.0
Leadership and Management,Colombia,Senior,Full-time,In-person,M,48000.0
Leadership and Management,United States,Senior,Full-time,In-person,M,87000.0
Data Science and Research,United States,Mid-level,Full-time,In-person,M,145000.0
Data Engineering,United States,Entry-level,Full-time,In-person,M,115100.0
Data Engineering,United States,Entry-level,Full-time,In-person,M,73900.0
Data Engineering,United Kingdom,Mid-level,Full-time,Remote,M,86128.0
Data Engineering,United Kingdom,Mid-level,Full-time,Remote,M,58444.0
Data Analysis,United States,Mid-level,Full-time,Remote,L,130000.0
Data Science and Research,United States,Senior,Full-time,In-person,M,205000.0
